station_name,show_type,show_kind_name,show_description,show_id,show_title,show_date,show_since,show_till,relation_type,show_duration_minutes,moderators 
Radiožurnál,MORNING,Zpravodajství,"Z domova i ze světa. Sport, Zelená vlna a počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638722,Zprávy,2023-04-05,08:30:00,08:32:00,premiéra,2,
Radiožurnál,MORNING,Zpravodajství,"Zpravodajství z Česka i ze světa. Sport, Zelená vlna a předpověď počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638725,Zprávy,2023-04-05,08:45:00,08:46:00,premiéra,1,
Radiožurnál,MORNING,Zpravodajství,"Z domova i ze světa. Sport, Zelená vlna a počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638728,Zprávy,2023-04-05,09:00:00,09:04:30,premiéra,5,
Radiožurnál,MORNING,"Magazín zprav., publicistiky a hudby","Hostem je Michal Kern, herec, držitel Českého lva. Za hlavní roli ve filmu Arvéd získal Českého lva. Herec Michal Kern se dal slyšet, že postava Arvéda ?ho navštívila?. To je výrok vypočítaný na efekt pro bulvár, nebo reálný výsledek hereckého řemesla? Jak najít světlé momenty ve zlém charakteru? A jak při natáčení vyslovovat formuli na vyvolávání ďábla, ale tak, aby se něco strašného nestalo? Moderuje Lucie Výborná.",18638731,Host Lucie Výborné,2023-04-05,09:06:00,10:00:00,premiéra,54,Lucie Výborná
Radiožurnál,MORNING,Zpravodajství,"Z domova i ze světa. Sport, Zelená vlna a počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638732,Zprávy,2023-04-05,09:30:00,09:32:00,premiéra,2,
Radiožurnál,NOON,Zpravodajství,"Z domova i ze světa. Sport, Zelená vlna a počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638735,Zprávy,2023-04-05,10:00:00,10:04:30,premiéra,5,
Radiožurnál,NOON,"Magazín zprav., publicistiky a hudby","Aktuální reportáže a nejrychlejší zpravodajství, ekonomické aktuality i informace z regionů. Moderuje Jiří Chum.",18638738,Dopolední Radiožurnál,2023-04-05,10:06:00,11:00:00,premiéra,54,Jiří Chum
Radiožurnál,NOON,Zpravodajství,,18638739,Byznys dnes,2023-04-05,10:20:00,10:23:00,premiéra,3,
Radiožurnál,NOON,Zpravodajství,"Z domova i ze světa. Sport, Zelená vlna a počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638740,Zprávy,2023-04-05,10:30:00,10:32:00,premiéra,2,
Radiožurnál,NOON,Zpravodajství,"Z domova i ze světa. Sport, Zelená vlna a počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638743,Zprávy,2023-04-05,11:00:00,11:04:30,premiéra,5,
Radiožurnál,NOON,"Magazín zprav., publicistiky a hudby","Aktuální reportáže a nejrychlejší zpravodajství, ekonomické aktuality i informace z regionů. Moderuje Jiří Chum.",18638746,Dopolední Radiožurnál,2023-04-05,11:06:00,12:00:00,premiéra,54,Jiří Chum
Radiožurnál,NOON,Publicistika,Rozhovor se sociologem Danielem Prokopem. Moderuje Jan Pokorný.,18638747,Život k nezaplacení,2023-04-05,11:06:05,11:25:57,premiéra,20,Jan Pokorný
Radiožurnál,NOON,Zpravodajství,"Z domova i ze světa. Sport, Zelená vlna a počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638748,Zprávy,2023-04-05,11:30:00,11:32:00,premiéra,2,
Radiožurnál,AFTERNOON,Zpravodajství,"Zpravodajský souhrn. Z domova i ze světa. Sport, Zelená vlna a počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638751,Hlavní zprávy,2023-04-05,12:00:00,12:08:30,premiéra,9,
Radiožurnál,AFTERNOON,Zpravodajství,"O všem, co se právě děje",18638754,Hlavní zprávy - rozhovory a komentáře,2023-04-05,12:10:00,12:30:00,premiéra,20,
Radiožurnál,AFTERNOON,Zpravodajství,"Z domova i ze světa. Sport, Zelená vlna a počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638755,Zprávy,2023-04-05,12:30:00,12:32:00,premiéra,2,
Radiožurnál,AFTERNOON,"Magazín zprav., publicistiky a hudby","Aktuální reportáže a nejrychlejší zpravodajství, ekonomické aktuality i informace z regionů. Moderuje Jiří Chum.",18638758,Dopolední Radiožurnál,2023-04-05,12:33:30,13:00:00,premiéra,27,Jiří Chum
Radiožurnál,AFTERNOON,Zpravodajství,"Z domova i ze světa. Sport, Zelená vlna a počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638759,Zprávy,2023-04-05,13:00:00,13:04:30,premiéra,5,
Radiožurnál,AFTERNOON,"Magazín zprav., publicistiky a hudby",Aktuální reportáže a nejrychlejší zpravodajství. Moderuje Hanka Shánělová.,18638762,Odpolední Radiožurnál,2023-04-05,13:06:00,14:00:00,premiéra,54,Hanka Shánělová
Radiožurnál,AFTERNOON,Zpravodajství,"Z domova i ze světa. Sport, Zelená vlna a počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638763,Zprávy,2023-04-05,13:30:00,13:32:00,premiéra,2,
Radiožurnál,AFTERNOON,Zpravodajství,"Z domova i ze světa. Sport, Zelená vlna a počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638766,Zprávy,2023-04-05,14:00:00,14:04:30,premiéra,5,
Radiožurnál,AFTERNOON,"Magazín zprav., publicistiky a hudby",Aktuální reportáže a nejrychlejší zpravodajství. Moderuje Hanka Shánělová.,18638769,Odpolední Radiožurnál,2023-04-05,14:06:00,15:00:00,premiéra,54,Hanka Shánělová
Radiožurnál,AFTERNOON,Zpravodajství,"Z domova i ze světa. Sport, Zelená vlna a počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638770,Zprávy,2023-04-05,14:30:00,14:32:00,premiéra,2,
Radiožurnál,AFTERNOON,Zpravodajství,"Z domova i ze světa. Sport, Zelená vlna a počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638773,Zprávy,2023-04-05,15:00:00,15:04:30,premiéra,5,
Radiožurnál,AFTERNOON,"Magazín zprav., publicistiky a hudby",Aktuální reportáže a nejrychlejší zpravodajství. Moderuje Hanka Shánělová.,18638776,Odpolední Radiožurnál,2023-04-05,15:06:00,16:00:00,premiéra,54,Hanka Shánělová
Radiožurnál,AFTERNOON,Zpravodajství,,18638777,Byznys dnes,2023-04-05,15:20:21,15:22:55,premiéra,3,
Radiožurnál,AFTERNOON,Zpravodajství,"Z domova i ze světa. Sport, Zelená vlna a počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638778,Zprávy,2023-04-05,15:30:00,15:32:00,premiéra,2,
Radiožurnál,AFTERNOON,Zpravodajství,"Z domova i ze světa. Sport, Zelená vlna a počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638781,Zprávy,2023-04-05,16:00:00,16:04:30,premiéra,5,
Radiožurnál,AFTERNOON,"Magazín zprav., publicistiky a hudby","Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality. Moderuje Štěpán Pokorný.",18638784,Odpolední Radiožurnál,2023-04-05,16:06:00,17:00:00,premiéra,54,Štěpán Pokorný
Radiožurnál,AFTERNOON,Zpravodajství,"Z domova i ze světa. Sport, Zelená vlna a počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638785,Zprávy,2023-04-05,16:30:00,16:32:00,premiéra,2,
Radiožurnál,AFTERNOON,Zpravodajství,"Z domova i ze světa. Sport, Zelená vlna a počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638788,Zprávy,2023-04-05,17:00:00,17:04:30,premiéra,5,
Radiožurnál,AFTERNOON,"Magazín zprav., publicistiky a hudby","Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality. Moderuje Štěpán Pokorný.",18638791,Odpolední Radiožurnál,2023-04-05,17:06:00,18:00:00,premiéra,54,Štěpán Pokorný
Radiožurnál,AFTERNOON,Publicistika,"Hostem je poslankyně Hana Naiclerová z hnutí STAN, která patří mezi zastánce ochrany anonymních oznamovatelů. Měl by se zákon, který chrání oznamovatele protiprávního jednání před případnou odvetou zejména ze strany zaměstnavatelů vztahovat také na anonymní oznamovatele? Je možné a správné chránit osobu, která se skrývá za anonymní vyjádření? Nehrozí, že vedení firem a úřadů budou zavaleny anonymními stížnostmi? Moderuje Tomáš Pancíř.",18638792,Dvacet minut Radiožurnálu,2023-04-05,17:06:00,17:30:00,premiéra,24,Tomáš Pancíř
Radiožurnál,AFTERNOON,Zpravodajství,"Z domova i ze světa. Sport, Zelená vlna a počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638793,Zprávy,2023-04-05,17:30:00,17:32:00,premiéra,2,
Radiožurnál,EVENING,Zpravodajství,"Zpravodajský souhrn nejdůležitějších událostí dne. Z domova i ze světa. Sport, Zelená vlna a počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638796,Hlavní zprávy,2023-04-05,18:00:00,18:10:00,premiéra,10,
Radiožurnál,EVENING,Zpravodajství,"O všem, co se právě děje",18638799,Hlavní zprávy - rozhovory a komentáře,2023-04-05,18:10:59,18:30:00,premiéra,20,
Radiožurnál,EVENING,Zpravodajství,"Z domova i ze světa. Sport, Zelená vlna a počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638800,Zprávy,2023-04-05,18:30:00,18:32:00,premiéra,2,
Radiožurnál,EVENING,"Magazín zprav., publicistiky a hudby","Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality. Moderuje Štěpán Pokorný.",18638803,Odpolední Radiožurnál,2023-04-05,18:33:30,19:00:00,premiéra,27,Štěpán Pokorný
Radiožurnál,EVENING,Zpravodajství,"Z domova i ze světa. Sport, Zelená vlna a počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638804,Zprávy,2023-04-05,19:00:00,19:04:30,premiéra,5,
Radiožurnál,EVENING,"Magazín zprav., publicistiky a hudby","Aktuální reportáže, nejrychlejší zpravodajství i ekonomické aktuality. Moderuje Štěpán Pokorný.",18638807,Odpolední Radiožurnál,2023-04-05,19:06:00,20:00:00,premiéra,54,Štěpán Pokorný
Radiožurnál,EVENING,Zpravodajství,"Z domova i ze světa. Sport, Zelená vlna a počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638808,Zprávy,2023-04-05,19:30:00,19:32:00,premiéra,2,
Radiožurnál,EVENING,Zpravodajství,"Z domova i ze světa. Sport, Zelená vlna a počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638811,Zprávy,2023-04-05,20:00:00,20:04:00,premiéra,4,
Radiožurnál,EVENING,"Magazín zprav., publicistiky a hudby",Aktuální reportáže a nejrychlejší zpravodajství. Moderuje Zuzana Burešová.,18638814,Večerní Radiožurnál,2023-04-05,20:05:00,21:00:00,premiéra,55,Zuzana Burešová
Radiožurnál,EVENING,Zpravodajství,"Z domova i ze světa. Sport, Zelená vlna a počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638815,Zprávy,2023-04-05,20:30:00,20:32:00,premiéra,2,
Radiožurnál,EVENING,Zpravodajství,"Z domova i ze světa. Sport, Zelená vlna a počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638818,Zprávy,2023-04-05,21:00:00,21:04:00,premiéra,4,
Radiožurnál,EVENING,"Magazín zprav., publicistiky a hudby","Hostem je Michal Kern, herec, držitel Českého lva. Za hlavní roli ve filmu Arvéd získal Českého lva. Herec Michal Kern se dal slyšet, že postava Arvéda ?ho navštívila?. To je výrok vypočítaný na efekt pro bulvár, nebo reálný výsledek hereckého řemesla? Jak najít světlé momenty ve zlém charakteru? A jak při natáčení vyslovovat formuli na vyvolávání ďábla, ale tak, aby se něco strašného nestalo? Moderuje Lucie Výborná. (repríza)",18638821,Host Lucie Výborné,2023-04-05,21:05:00,22:00:00,premiéra,55,Lucie Výborná
Radiožurnál,EVENING,Zpravodajství,"Z domova i ze světa. Sport, Zelená vlna a počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638822,Zprávy,2023-04-05,21:30:00,21:32:00,premiéra,2,
Radiožurnál,NIGHT,Zpravodajství,"Zpravodajství z Česka i ze světa. Sport, Zelená vlna a předpověď počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638825,Zprávy,2023-04-05,22:00:00,22:04:00,premiéra,4,
Radiožurnál,NIGHT,"Magazín zprav., publicistiky a hudby",Aktuální reportáže a nejrychlejší zpravodajství. Moderuje Zuzana Burešová.,18638828,Večerní Radiožurnál,2023-04-05,22:05:00,23:00:00,premiéra,55,Zuzana Burešová
Radiožurnál,NIGHT,Zpravodajství,,18656080,Byznys dnes,2023-04-05,22:10:04,22:12:39,repríza,3,
Radiožurnál,NIGHT,Zpravodajství,"Z domova i ze světa. Sport, Zelená vlna a počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638829,Zprávy,2023-04-05,22:30:00,22:32:00,premiéra,2,
Radiožurnál,NIGHT,Zpravodajství,"Zpravodajství z Česka i ze světa. Sport, Zelená vlna a předpověď počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638832,Zprávy,2023-04-05,23:00:00,23:04:00,premiéra,4,
Radiožurnál,NIGHT,"Magazín zprav., publicistiky a hudby",Aktuální reportáže a nejrychlejší zpravodajství. Moderuje Zuzana Burešová.,18638835,Večerní Radiožurnál,2023-04-05,23:05:00,00:00:00,premiéra,-1385,Zuzana Burešová
Radiožurnál,NIGHT,Zpravodajství,"Z domova i ze světa. Sport, Zelená vlna a počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638836,Zprávy,2023-04-05,23:30:00,23:32:00,premiéra,2,
Radiožurnál,NIGHT,Zpravodajství,"Zpravodajství z Česka i ze světa. Sport, Zelená vlna a předpověď počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638839,Zprávy,2023-04-06,00:00:00,00:08:50,premiéra,9,
Radiožurnál,NIGHT,Publicistika,"Hostem je poslankyně Hana Naiclerová z hnutí STAN, která patří mezi zastánce ochrany anonymních oznamovatelů. Měl by se zákon, který chrání oznamovatele protiprávního jednání před případnou odvetou zejména ze strany zaměstnavatelů vztahovat také na anonymní oznamovatele? Je možné a správné chránit osobu, která se skrývá za anonymní vyjádření? Nehrozí, že vedení firem a úřadů budou zavaleny anonymními stížnostmi? Moderuje Tomáš Pancíř. (repríza)",18638842,Dvacet minut Radiožurnálu,2023-04-06,00:10:33,00:33:55,repríza,24,Tomáš Pancíř
Radiožurnál,NIGHT,Zpravodajství,"Z domova i ze světa. Sport, Zelená vlna a počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638843,Zprávy,2023-04-06,00:33:55,00:36:05,premiéra,3,
Radiožurnál,NIGHT,"Magazín zprav., publicistiky a hudby",Aktuální reportáže a nejrychlejší zpravodajství. Moderuje Jiří Štefl.,18638846,Noční Radiožurnál,2023-04-06,00:38:27,01:00:00,premiéra,22,Jiří Štefl
Radiožurnál,NIGHT,Zpravodajství,"Zpravodajství z Česka i ze světa. Sport, Zelená vlna a předpověď počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638847,Zprávy,2023-04-06,01:00:00,01:05:00,premiéra,5,
Radiožurnál,NIGHT,"Magazín zprav., publicistiky a hudby",Aktuální reportáže a nejrychlejší zpravodajství. Moderuje Jiří Štefl.,18638850,Noční Radiožurnál,2023-04-06,01:06:16,02:00:00,premiéra,54,Jiří Štefl
Radiožurnál,NIGHT,Zpravodajství,"Z domova i ze světa. Sport, Zelená vlna a počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638851,Zprávy,2023-04-06,01:30:00,01:32:17,premiéra,3,
Radiožurnál,NIGHT,Zpravodajství,"Zpravodajství z Česka i ze světa. Sport, Zelená vlna a předpověď počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638854,Zprávy,2023-04-06,02:00:00,02:04:55,premiéra,5,
Radiožurnál,NIGHT,"Magazín zprav., publicistiky a hudby",Aktuální reportáže a nejrychlejší zpravodajství. Moderuje Jiří Štefl.,18638857,Noční Radiožurnál,2023-04-06,02:06:18,03:00:00,premiéra,54,Jiří Štefl
Radiožurnál,NIGHT,Zpravodajství,"Z domova i ze světa. Sport, Zelená vlna a počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638858,Zprávy,2023-04-06,02:30:00,02:32:15,premiéra,3,
Radiožurnál,NIGHT,Publicistika,Rozhovor se sociologem Danielem Prokopem. Moderuje Jan Pokorný. (repríza),18656103,Život k nezaplacení,2023-04-06,02:34:01,02:53:48,repríza,20,Jan Pokorný
Radiožurnál,NIGHT,Zpravodajství,"Zpravodajství z Česka i ze světa. Sport, Zelená vlna a předpověď počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638861,Zprávy,2023-04-06,03:00:00,03:04:38,premiéra,5,
Radiožurnál,NIGHT,"Magazín zprav., publicistiky a hudby",Aktuální reportáže a nejrychlejší zpravodajství. Moderuje Jiří Štefl.,18638864,Noční Radiožurnál,2023-04-06,03:06:09,04:00:00,premiéra,54,Jiří Štefl
Radiožurnál,NIGHT,Zpravodajství,"Z domova i ze světa. Sport, Zelená vlna a počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638865,Zprávy,2023-04-06,03:30:00,03:31:57,premiéra,2,
Radiožurnál,NIGHT,Zpravodajství,"Zpravodajství z Česka i ze světa. Sport, Zelená vlna a předpověď počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638868,Zprávy,2023-04-06,04:00:00,04:04:38,premiéra,5,
Radiožurnál,NIGHT,"Magazín zprav., publicistiky a hudby",Aktuální reportáže a nejrychlejší zpravodajství. Moderuje Jiří Štefl.,18638871,Noční Radiožurnál,2023-04-06,04:06:03,05:00:00,premiéra,54,Jiří Štefl
Radiožurnál,NIGHT,Zpravodajství,,18656104,Byznys dnes,2023-04-06,04:10:40,04:13:16,repríza,3,
Radiožurnál,NIGHT,Zpravodajství,"Z domova i ze světa. Sport, Zelená vlna a počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638872,Zprávy,2023-04-06,04:30:00,04:32:06,premiéra,3,
Radiožurnál,NIGHT,Zpravodajství,"Z domova i ze světa. Sport, Zelená vlna a počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638875,Zprávy,2023-04-06,05:00:00,05:04:11,premiéra,5,
Radiožurnál,NIGHT,"Magazín zprav., publicistiky a hudby","Aktuální reportáže a nejrychlejší zpravodajství, výběr z médií. Moderuje Petr Král.",18638878,Ranní Radiožurnál,2023-04-06,05:05:36,06:00:00,premiéra,55,Petr Král
Radiožurnál,NIGHT,Zpravodajství,"Zpravodajství z Česka i ze světa. Sport, Zelená vlna a předpověď počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638879,Zprávy,2023-04-06,05:15:00,05:15:48,premiéra,1,
Radiožurnál,NIGHT,Zpravodajství,"Z domova i ze světa. Sport, Zelená vlna a počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638881,Zprávy,2023-04-06,05:30:00,05:31:41,premiéra,2,
Radiožurnál,NIGHT,Zpravodajství,"Zpravodajství z Česka i ze světa. Sport, Zelená vlna a předpověď počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638884,Zprávy,2023-04-06,05:45:00,05:45:47,premiéra,1,
Radiožurnál,MORNING,Zpravodajství,"Zpravodajství z Česka i ze světa. Sport, Zelená vlna a předpověď počasí. O dopravní situaci informujte na bezplatné lince 800 553 553",18638887,Hlavní zprávy,2023-04-06,06:00:00,06:04:35,premiéra,5,
Radiožurnál,MORNING,"Magazín zprav., publicistiky a hudby","Aktuální reportáže a nejrychlejší zpravodajství, výběr z médií. Moderuje Petr Král.",18638890,Ranní Radiožurnál,2023-04-06,06:06:19,07:00:00,premiéra,54,Petr Král
Radiožurnál,MORNING,Zpravodajství,"Zpravodajství z Česka i ze světa. Sport, Zelená vlna a předpověď počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638891,Zprávy,2023-04-06,06:15:00,06:15:57,premiéra,1,
Radiožurnál,MORNING,Zpravodajství,"Z domova i ze světa. Sport, Zelená vlna a počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638894,Zprávy,2023-04-06,06:30:00,06:31:32,premiéra,2,
Radiožurnál,MORNING,Zpravodajství,"Zpravodajství z Česka i ze světa. Sport, Zelená vlna a předpověď počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638897,Zprávy,2023-04-06,06:45:00,06:45:54,premiéra,1,
Radiožurnál,MORNING,Zpravodajství,"Zpravodajství z Česka i ze světa. Sport, Zelená vlna a předpověď počasí. O dopravní situaci informujte na bezplatné lince 800 553 553",18638900,Hlavní zprávy,2023-04-06,07:00:00,07:04:14,premiéra,5,
Radiožurnál,MORNING,"Magazín zprav., publicistiky a hudby","Aktuální reportáže a nejrychlejší zpravodajství, výběr z médií. Moderuje Petr Král.",18638903,Ranní Radiožurnál,2023-04-06,07:06:01,08:00:00,premiéra,54,Petr Král
Radiožurnál,MORNING,Zpravodajství,"Zpravodajství z Česka i ze světa. Sport, Zelená vlna a předpověď počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638904,Zprávy,2023-04-06,07:15:00,07:15:51,premiéra,1,
Radiožurnál,MORNING,Zpravodajství,"Z domova i ze světa. Sport, Zelená vlna a počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638907,Zprávy,2023-04-06,07:30:00,07:31:45,premiéra,2,
Radiožurnál,MORNING,Zpravodajství,"Zpravodajství z Česka i ze světa. Sport, Zelená vlna a předpověď počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638910,Zprávy,2023-04-06,07:45:00,07:45:39,premiéra,1,
Radiožurnál,MORNING,Zpravodajství,,18638913,Ranní interview,2023-04-06,07:50:23,07:55:14,premiéra,5,
Radiožurnál,MORNING,Zpravodajství,"Zpravodajství z Česka i ze světa. Sport, Zelená vlna a předpověď počasí. O dopravní situaci informujte na bezplatné lince 800 553 553",18638914,Hlavní zprávy,2023-04-06,08:00:00,08:04:45,premiéra,5,
Radiožurnál,MORNING,"Magazín zprav., publicistiky a hudby","Aktuální reportáže a nejrychlejší zpravodajství, výběr z médií. Moderuje Petr Král.",18638917,Ranní Radiožurnál,2023-04-06,08:06:26,09:00:00,premiéra,54,Petr Král
Radiožurnál,MORNING,Zpravodajství,"Zpravodajství z Česka i ze světa. Sport, Zelená vlna a předpověď počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638918,Zprávy,2023-04-06,08:15:00,08:15:55,premiéra,1,
Radiožurnál,MORNING,Zpravodajství,"Z domova i ze světa. Sport, Zelená vlna a počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638921,Zprávy,2023-04-06,08:30:00,08:31:24,premiéra,2,
Radiožurnál,MORNING,Zpravodajství,"Zpravodajství z Česka i ze světa. Sport, Zelená vlna a předpověď počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638924,Zprávy,2023-04-06,08:45:00,08:45:46,premiéra,1,
Radiožurnál,MORNING,Zpravodajství,"Z domova i ze světa. Sport, Zelená vlna a počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638927,Zprávy,2023-04-06,09:00:00,09:04:15,premiéra,5,
Radiožurnál,MORNING,"Magazín zprav., publicistiky a hudby",Hostem je alergoložka Dana Čechová. Moderuje Lucie Výborná.,18638930,Host Lucie Výborné,2023-04-06,09:06:17,10:00:00,premiéra,54,Lucie Výborná
Radiožurnál,MORNING,Zpravodajství,"Z domova i ze světa. Sport, Zelená vlna a počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638931,Zprávy,2023-04-06,09:30:00,09:32:19,premiéra,3,
Radiožurnál,NOON,Zpravodajství,"Z domova i ze světa. Sport, Zelená vlna a počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638934,Zprávy,2023-04-06,10:00:00,10:03:50,premiéra,4,
Radiožurnál,NOON,"Magazín zprav., publicistiky a hudby","Aktuální reportáže a nejrychlejší zpravodajství, ekonomické aktuality i informace z regionů. Moderuje Jiří Chum.",18638937,Dopolední Radiožurnál,2023-04-06,10:05:33,11:00:00,premiéra,55,Jiří Chum
Radiožurnál,NOON,Zpravodajství,,18638938,Byznys dnes,2023-04-06,10:19:54,10:22:11,premiéra,3,
Radiožurnál,NOON,Zpravodajství,"Z domova i ze světa. Sport, Zelená vlna a počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638939,Zprávy,2023-04-06,10:30:00,10:32:02,premiéra,3,
Radiožurnál,NOON,Zpravodajství,"Z domova i ze světa. Sport, Zelená vlna a počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638942,Zprávy,2023-04-06,11:00:00,11:03:58,premiéra,4,
Radiožurnál,NOON,"Magazín zprav., publicistiky a hudby","Aktuální reportáže a nejrychlejší zpravodajství, ekonomické aktuality i informace z regionů. Moderuje Jiří Chum.",18638945,Dopolední Radiožurnál,2023-04-06,11:05:58,12:00:00,premiéra,55,Jiří Chum
Radiožurnál,NOON,Zpravodajství,"Z domova i ze světa. Sport, Zelená vlna a počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638946,Zprávy,2023-04-06,11:30:00,11:31:44,premiéra,2,
Radiožurnál,AFTERNOON,Zpravodajství,"Zpravodajský souhrn. Z domova i ze světa. Sport, Zelená vlna a počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638949,Hlavní zprávy,2023-04-06,12:00:00,12:08:51,premiéra,9,
Radiožurnál,AFTERNOON,Publicistika,Fenomén Umělá inteligence. Moderuje Jan Pokorný.,18638952,Speciál Radiožurnálu,2023-04-06,12:10:10,13:00:00,premiéra,50,Jan Pokorný
Radiožurnál,AFTERNOON,Zpravodajství,"Z domova i ze světa. Sport, Zelená vlna a počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638957,Zprávy,2023-04-06,13:00:00,13:04:08,premiéra,5,
Radiožurnál,AFTERNOON,"Magazín zprav., publicistiky a hudby",Aktuální reportáže a nejrychlejší zpravodajství. Moderuje Hanka Shánělová.,18638960,Odpolední Radiožurnál,2023-04-06,13:06:07,14:00:00,premiéra,54,Hanka Shánělová
Radiožurnál,AFTERNOON,Zpravodajství,"Z domova i ze světa. Sport, Zelená vlna a počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638961,Zprávy,2023-04-06,13:30:00,13:31:50,premiéra,2,
Radiožurnál,AFTERNOON,Zpravodajství,"Z domova i ze světa. Sport, Zelená vlna a počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638964,Zprávy,2023-04-06,14:00:00,14:04:05,premiéra,5,
Radiožurnál,AFTERNOON,"Magazín zprav., publicistiky a hudby",Aktuální reportáže a nejrychlejší zpravodajství. Moderuje Hanka Shánělová.,18638967,Odpolední Radiožurnál,2023-04-06,14:05:57,15:00:00,premiéra,55,Hanka Shánělová
Radiožurnál,AFTERNOON,Zpravodajství,"Z domova i ze světa. Sport, Zelená vlna a počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638968,Zprávy,2023-04-06,14:30:00,14:31:52,premiéra,2,
Radiožurnál,AFTERNOON,Zpravodajství,"Z domova i ze světa. Sport, Zelená vlna a počasí. O dopravní situaci informujte na bezplatné lince 800 553 553.",18638971,Zprávy,2023-04-06,15:00:00,15:04:19,premiéra,5,
Radiožurnál,AFTERNOON,"Magazín zprav., publicistiky a hudby",Aktuální reportáže a nejrychlejší zpravodajství. Moderuje Hanka Shánělová.,18638974,Odpolední Radiožurnál,2023-04-06,15:06:18,16:00:00,premiéra,54,Hanka Shánělová
Radiožurnál,AFTERNOON,Zpravodajství,,18638975,Byznys dnes,2023-04-06,15:20:41,15:23:07,premiéra,3,
